persistent_identifier,title,contact_owner,contact_originator,contact_metadata,contact_PointOfContact,contact_PrincipalInvestigator,contact_publisher,contact_processor,contact_data_structure_definition,subject,description,date_publication,date_download,format,langage,relation_source_download,relation_source_dataset,rights,source,lineage,supplemental_information,database_table_name,source_dataset_path_dataset
schooltype_iotc,Code list for types of schools used by IOTC,ird@ird.fr,paul.taconet@ird.fr;fabio.fiorellato@iotc.org,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,secretariat@iotc.org,fabio.fiorellato@iotc.org,ird@ird.fr,paul.taconet@ird.fr,,,Code list for types of schools used by the Indian Ocean Tuna Commission (IOTC). This code list was built using as input various IOTC public domain datasets.,,2017-03-01,,,,,,IOTC,"step1: The IOTC public domain datasets were collated.
step2: The codes and labels used for types of schools in these datasets were identified. A code list for types of schools was reconstitued.
step3: The code list was integrated into the Sardara database",,schooltype.schooltype_iotc,
species_iotc,Code list for species used by IOTC,ird@ird.fr,paul.taconet@ird.fr;fabio.fiorellato@iotc.org,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,secretariat@iotc.org,fabio.fiorellato@iotc.org,ird@ird.fr,paul.taconet@ird.fr,,,Code list for species used by the Indian Ocean Tuna Commission (IOTC). This code list was built using as input various IOTC public domain datasets.,,2016-03-10,,,,,,IOTC,"step1: The IOTC public domain datasets were collated.
step2: The codes and labels used for species in these datasets were identified. A code list for species was reconstitued.
step3: The code list was integrated into the Sardara database",,species.species_iotc,
areas_tuna_rfmos_task1,Geospatial code list - areas used in catch-and-effort datasets (task 1) by the five tuna RFMOs,ird@ird.fr,emmanuel.blondel@fao.org;carlos.palma@iccat.int;laurent.floch@ird.f,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,"Code list for areas used in catch-and-efforts (task 1) datasets by the five tuna Regional Fisheries Management Organisations (IOTC, ICCAT, IATTC, WCPFC, CCSBT).",,2017-11-13,,,,,,IRD,"step1: The code lists used as input of this code list were downloaded/composed and integrated into the Sardara database.
step2: Trough a SQL query perfomed on the Sardara database: the code list was generated by merging (UNION) all the source code lists.",,area.areas_tuna_rfmos_task1,
areas_tuna_rfmos_task2,Geospatial code list - areas used in catch-and-effort datasets (task 2) by the five tuna RFMOs,ird@ird.fr,fabio.fiorellato@iotc.org;emmanuel.blondel@fao.org laurent.floch@ird.fr;carlos.palma@iccat.int,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,"Code list for areas used in catch-and-efforts (task 2) datasets by the five tuna Regional Fisheries Management Organisations (IOTC, ICCAT, IATTC, WCPFC, CCSBT).",,2017-11-13,,,,,,IRD,"step1: The code lists used as input of this code list were downloaded/composed and integrated into the Sardara database.
step2: Trough a SQL query perfomed on the Sardara database: the code list was generated by merging (UNION) all the source code lists.",,area.areas_tuna_rfmos_task2,
catchtype_ob7,Référentiel pour les types de captures utilisé par l’Ob7 de l’IRD,ird@ird.fr,ob7@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr,ird@ird.fr,chloe.dalleau@ird.fr,,,"// Français
Référentiel pour les types de captures utilisé par l’Observatoire des Ecosystèmes Pélagiques Tropicaux exploités (Ob7) de l’Institut de Recherche pour le Développement (IRD). Ce référentiel a été construit en utilisant en entrée les référentiels pour les types de captures utilisés dans les différentes bases de données de l’Ob7.

// English
Code list for types of catch used by the Observatory of Exploited Tropical Pelagic Ecosystems (Ob7) of the French National Research Institute for Sustainable Development (IRD). This code list was built using as input the code lists for types of catch of the various ob7 databases.",,2017-07-20,,,,,,IRD,"Step1 : The table public.espece was extracted from Balbaya database. The column used as species code is the column named c_esp
Step2 : The table species.code was extracted from T3_prod database. The column used as species code is the column named c_code
Step3 : The table observe_seine.speciesfate was extracted from Observe database. The column used as species code is the column named code
Step4 : The table observe_seine.targetcatch was extracted from Observe database. The column used as species code is the column named discarded
Step5 : The table observe_seine.targetsample was extracted from Observe database. The column used as species code is the column named discarded
Step6 : The table observe_longline.catchfate was extracted from Observe database. The column used as species code is the column named code
Step7 : All the tables previously collated were merged.
Step8 : Some minor adaptations (including removal of redundant codes between the code lists) were made to compose this code list.
Step9 : The code list was integrated into the Sardara database",,catchtype.catchtype_ob7,
catchtype_tunaatlas,Code list for types of catch used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Code list for types of catch used in the French National Research Institute for Sustainable Development (IRD) global Tuna Atlas.,,2016-03-11,,,,,,IRD,"step1: The code lists used by the five tuna RFMOs for types of catch were collated.
step2: Based on these code lists, a single code list gathering all the types of catch used by the tuna RFMOs was created.
step3: The code list was integrated into the Sardara database.",,catchtype.catchtype_tunaatlas,
catchunit_rfmos,Code list for units of catch used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Code list for units of catches used in the French National Research Institute for Sustainable Development (IRD) global Tuna Atlas.,,2016-03-11,,,,,,IRD,"step1: The code lists used by the five tuna RFMOs for units of catch were collated.
step2: Based on these code lists, a single code list gathering the unique combination of the units of catch used by the tuna RFMOs was created.
step3: The code list was integrated into the Sardara database.",,unit.catchunit_rfmos,
effortunit_rfmos,Code list for units of fishing effort used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Code list for units of fishing effort used in the French National Research Institute for Sustainable Development (IRD) global Tuna Atlas. This code list is the unique combination of the codes of units of fishing effort coming from the 5 tuna RFMOs (one single code was kept for each unit of fishing effort to create this code list).,,2016-03-11,,,,,,IRD,"step1: All the codes of units of fishing effort coming from the 5 tuna RFMOs were collated.
step2: The unique combination of these codes was manually extracted, i.e. one single code was kept for each unit of fishing effort. 
step3: The resulting CSV file was integrated into the Sardara database.",,unit.effortunit_rfmos,
geargroup_tunaatlas,Code list for groups of gears used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Code list for groups of gears used in the French National Research Institute for Sustainable Development (IRD) global Tuna Atlas.,,2016-03-14,,,,,,IRD,"step1: The groups of gears were determined.
step2: The code list was integrated into the Sardara database.",,gear.geargroup_tunaatlas,
origin_institution,Code list for RFMOs names used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Code list for tuna Regional Fisheries Management Organisations used in the French National Research Institute for Sustainable Development (IRD) global Tuna Atlas.,,2016-01-01,,,,,,IRD,step1: The code list was created on the Sardara database.,,metadata.origin_institution,
schooltype_rfmos,Code list for types of schools used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Code list for types of schools used in the French National Research Institute for Sustainable Development (IRD) global Tuna Atlas.,,2016-03-11,,,,,,IRD,"step1: The code lists used by the five tuna RFMOs for types of schools were collated.
step2: Based on these code lists, a single code list gathering all the types of schools used by the tuna RFMOs was created.
step3: The code list was integrated into the Sardara database.",,schooltype.schooltype_rfmos,
sex_rfmos,Codes used for sex of the fishes used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Code list for sex of the fishes used in the French National Research Institute for Sustainable Development (IRD) global Tuna Atlas.,,2016-06-15,,,,,,IRD,"step1: The code lists (if any) used by the five tuna RFMOs for sex of the fishes were collated. This dimension is used in the catch-at-size datasets.
step2: Based on these code lists, a single code list gathering the unique combination of the sex of the fishes used by the tuna RFMOs was created.
step3: The code list was integrated into the Sardara database.",,sex.sex_rfmos,
species_ob7_balbaya,Référentiel pour les espèces utilisé par l’Ob7 de l’IRD dans la base de données Balbaya,ird@ird.fr,ob7@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr,ird@ird.fr,chloe.dalleau@ird.fr,,,"// Français
Référentiel pour les espèces utilisé par l’Observatoire des Ecosystèmes Pélagiques Tropicaux exploités (Ob7) de l’Institut de Recherche pour le Développement (IRD) dans la base de données Balbaya.

// English
Code list for species used by the Observatory of Exploited Tropical Pelagic Ecosystems (Ob7) of the French National Research Institute for Sustainable Development (IRD) in the Balbaya database.",,2017-07-20,,,,,,IRD,"Step1 : The table public.espece was extracted from Balbaya database.
Step2 : The code list was integrated into the Sardara database",,species.species_ob7_balbaya,
species_ob7_observe,Référentiel pour les espèces utilisé par l’Ob7 de l’IRD dans la base de données Observe,ird@ird.fr,ob7@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr,ird@ird.fr,chloe.dalleau@ird.fr,,,"// Français
Référentiel pour les espèces utilisé par l’Observatoire des Ecosystèmes Pélagiques Tropicaux exploités (Ob7) de l’Institut de Recherche pour le Développement (IRD) dans la base de données Observe.

// English
Code list for species used by the Observatory of Exploited Tropical Pelagic Ecosystems (Ob7) of the French National Research Institute for Sustainable Development (IRD) in the Observe database.",,2017-07-20,,,,,,IRD,"Step1 : The table observe_common.species was extracted from Observe database.
Step2 : The code list was integrated into the Sardara database",,species.species_ob7_observe,
species_ob7_t3p,Référentiel pour les espèces utilisé par l’Ob7 de l’IRD dans la base de données T3+,ird@ird.fr,ob7@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr,ird@ird.fr,chloe.dalleau@ird.fr,,,"// Français
Référentiel pour les espèces utilisé par l’Observatoire des Ecosystèmes Pélagiques Tropicaux exploités (Ob7) de l’Institut de Recherche pour le Développement (IRD) dans la base de données T3+.

// English
Code list for species used by the Observatory of Exploited Tropical Pelagic Ecosystems (Ob7) of the French National Research Institute for Sustainable Development (IRD) in the T3+ database.",,2017-07-20,,,,,,IRD,"Step1 : The table public.species was extracted from T3+ database.
Step2 : The code list was integrated into the Sardara database",,species.species_ob7_t3p,
speciesgroup_tunaatlas,Code list for groups of species oriented for tuna fisheries used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr;emmanuel.chassot@ird.fr;evgeny.romanov@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Code list for groups of species oriented for tuna fisheries used in the French National Research Institute for Sustainable Development (IRD) global Tuna Atlas. This code list encompasses all the main groups of species for tuna fisheries.,,2016-05-31,,,,,,IRD,"step1: The groups of species were determined.
step2: The code list was integrated into the Sardara database.",,species.speciesgroup_tunaatlas,
catchtype_wcpfc,Code list for types of catch used by WCPFC,ird@ird.fr,paul.taconet@ird.fr;PeterW@spc.int,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,,,"Code list for types of catches used by the Western and Central Pacific Fisheries Commission (WCPFC). Presently, WCPFC does not have any catch type code list, since the public datasets do not have a catch type detail. This table was created by the database manager in order to standardize the organization of the code lists and to facilitate the integration of the data  within the Sardara database.",,2016-04-05,,,,,,WCPFC,"step1: The code list was constitued. 
step2: The code list was integrated into the Sardara database",,catchtype.catchtype_wcpfc,
effortunit_wcpfc,Code list for units of fishing effort used in by WCPFC,ird@ird.fr,paul.taconet@ird.fr;PeterW@spc.int,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,,,Code list for units of fishing effort used by the Western and Central Pacific Fisheries Commission (WCPFC). This code list was built using as input various WCPFC public domain datasets.,,2016-03-11,,,,,,WCPFC,"step1: The WCPFC public domain datasets were collated.
step2: The codes and labels used for units of efforts in these datasets were identified. A code list for units of efforts was reconstitued.
step3: The code list was integrated into the Sardara database",,unit.effortunit_wcpfc,
flag_wcpfc,Code list for flags used by WCPFC,ird@ird.fr,paul.taconet@ird.fr;PeterW@spc.int,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,,,Code list for flags used by the Western and Central Pacific Fisheries Commission (WCPFC). This code list was built using as input various WCPFC public domain datasets.,,2016-03-11,,,,,,WCPFC,"step1: The WCPFC public domain datasets were collated.
step2: The codes and labels used for flags in these datasets were identified. A code list for flags was reconstitued.
step3: The code list was integrated into the Sardara database",,flag.flag_wcpfc,
gear_wcpfc,Code list for fishing gears used by WCPFC,ird@ird.fr,paul.taconet@ird.fr;PeterW@spc.int,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,,,Code list for fishing gears used by the Western and Central Pacific Fisheries Commission (WCPFC). This code list was built using as input various WCPFC public domain datasets.,,2016-03-14,,,,,,WCPFC,"step1: The WCPFC public domain datasets were collated.
step2: The codes and labels used for fishing gears in these datasets were identified. A code list for gear was reconstitued.
step3: The code list was integrated into the Sardara database",,gear.gear_wcpfc,
geargroup_wcpfc,Codes used for groups of gears in WCPFC,ird@ird.fr,paul.taconet@ird.fr;PeterW@spc.int,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,,,"Code list for groups of gears used by the Western and Central Pacific Fisheries Commission (WCPFC). This code list was built using as input WCPFC public domain datasets. Since WCPFC does not use groups of gears, the code list used for groups of gears is the same as the one used for gears.",,2016-05-13,,,,,,WCPFC,"step1: The WCPFC public domain datasets were collated.
step2: The codes and labels used for fishing gears in these datasets were identified. A code list for gears was reconstitued. Since WCPFC does not use groups of gears, the code list used for groups of gears is the same as the one used for gears.
step3: The code list was integrated into the Sardara database.",,gear.geargroup_wcpfc,
schooltype_wcpfc,Code list for types of schools used by WCPFC,ird@ird.fr,paul.taconet@ird.fr;PeterW@spc.int,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,,,Code list for units of efforts used by the Western and Central Pacific Fisheries Commission (WCPFC). This code list was built using as input various WCPFC public domain datasets.,,2017-03-01,,,https://www.wcpfc.int/doc/purse-seine-data-grouped-5x5-and-month,,,WCPFC,"step1: The WCPFC public domain datasets were collated.
step2: The codes and labels used for types of schools in these datasets were identified. A code list for types of schools was reconstitued.
step3: The code list was integrated into the Sardara database",,schooltype.schooltype_wcpfc,
species_wcpfc,Code list for species used by WCPFC,ird@ird.fr,paul.taconet@ird.fr;PeterW@spc.int,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,,,Code list for species used by the Western and Central Pacific Fisheries Commission (WCPFC). This code list was built using as input various WCPFC public domain datasets.,,2016-03-10,,,,,,WCPFC,"step1: The WCPFC public domain datasets were collated.
step2: The codes and labels used for species in these datasets were identified. A code list for species was reconstitued.
step3: The code list was integrated into the Sardara database",,species.species_wcpfc,
codelist_mapping_catchtype_ccsbt_catchtype_tunaatlas,Code list mapping: types of catch used by CCSBT to types of catch used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,"Mapping (i.e. correspondance) between codes for types of catch used by the Commission for the Conservation of Southern Bluefin Tuna (CCSBT) and codes for types of catch used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. Presently, the CCSBT does not have any catch type code list, since the public datasets do not have a catch type detail. This table was created by the database manager in order to standardize the organization of the code lists and to facilitate the integration of the data within the Sardara database. This mapping was realized by IRD.",,2016-04-05,,,,,,CCSBT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,catchtype.catchtype_mapping,
codelist_mapping_effortunit_ccsbt_effortunit_rfmos,Code list mapping: units of fishing effort used by CCSBT to units of fishing effort used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for units of fishing effort used by the Commission for the Conservation of Southern Bluefin Tuna (CCSBT) and codes for units of fishing effort used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2017-05-09,,,,,,CCSBT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,unit.effortunit_mapping,
codelist_mapping_flag_ccsbt_flag_fao_cwp,Code list mapping: flags used by CCSBT to ISO countries or areas codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for flags used by the Commission for the Conservation of Southern Bluefin Tuna (CCSBT) and 3-alpha country or area code of the International Organization for Standardization (ISO). This mapping was realized by IRD.,,2017-05-09,,,,,,CCSBT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,flag.flag_mapping,
codelist_mapping_gear_ccsbt_geargroup_tunaatlas,Code list mapping: gears used by CCSBT to groups of gears used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for gears used by the Commission for the Conservation of Southern Bluefin Tuna (CCSBT) and codes for groups of gears used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2017-04-13,,,,,,CCSBT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_gear_ccsbt_isscfg_revision_1,Code list mapping: gears used by CCSBT to the ISSCFG codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for gears used by the Commission for the Conservation of Southern Bluefin Tuna (CCSBT) and codes of the International Standard Statistical Classification of Fishing Gear (ISSCFG). This mapping was realized by the CCSBT in collaboration with IRD and the Food and Agriculture Organization of the United Nations in the frame of the Coordinating Working Party on Fishery Statistics (CWP) activities.,,2017-04-25,,,,,,CCSBT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_schooltype_ccsbt_schooltype_rfmos,Code list mapping: types of schools used by CCSBT to types of schools used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for types of schools used by the Commission for the Conservation of Southern Bluefin Tuna (CCSBT) and codes for types of schools used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2017-05-09,,,,,,CCSBT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,schooltype.schooltype_mapping,
codelist_mapping_species_ccsbt_species_asfis,Code list mapping: species used by CCSBT to the ASFIS codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for species used by the Commission for the Conservation of Southern Bluefin Tuna (CCSBT) and the 3-alpha codes of the ASFIS List of Species for Fishery Statistics Purposes. This mapping was realized by IRD.,,2017-05-09,,,,,,CCSBT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,species.species_mapping,
codelist_mapping_species_ccsbt_speciesgroup_tunaatlas,Code list mapping: species used by CCSBT to groups of species used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for species used by the Commission for the Conservation of Southern Bluefin Tuna (CCSBT) and codes for groups of species used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2017-05-09,,,,,,CCSBT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,species.species_mapping,
codelist_mapping_catchtype_iattc_catchtype_tunaatlas,Code list mapping: types of catch used by IATTC to types of catch used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,"Mapping (i.e. correspondance) between codes for types of catch used by the Inter-American Tropical Tuna Commission (IATTC) and codes for types of catch used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. Presently, the IATTC does not have any catch type code list, since the public datasets do not have a catch type detail. This table was created by the database manager in order to standardize the organization of the code lists and to facilitate the integration of the data within the Sardara database. This mapping was realized by IRD.",,2016-04-05,,,,,,IATTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,catchtype.catchtype_mapping,
codelist_mapping_effortunit_iattc_effortunit_rfmos,Code list mapping: units of fishing effort used by IATTC to units of fishing effort used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for units of fishing effort used by the Inter-American Tropical Tuna Commission (IATTC) and codes for units of fishing effort used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-04-05,,,,,,IATTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,unit.effortunit_mapping,
codelist_mapping_flag_iattc_flag_fao_cwp,Code list mapping: flags used by IATTC to ISO countries or areas codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for flags used by the Inter-American Tropical Tuna Commission (IATTC) and 3-alpha country or area code of the International Organization for Standardization (ISO). This mapping was realized by IRD.,,2016-03-14,,,,,,IATTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,flag.flag_mapping,
codelist_mapping_gear_iattc_isscfg_revision_1,Code list mapping: gears used by IATTC to the ISSCFG codes,ird@ird.fr,paul.taconet@ird.fr;nvogel@iattc.org,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for gears used by the Inter-American Tropical Tuna Commission (IATTC) and codes of the International Standard Statistical Classification of Fishing Gear (ISSCFG). This mapping was realized by the CCSBT in collaboration with IRD and the Food and Agriculture Organization of the United Nations in the frame of the Coordinating Working Party on Fishery Statistics (CWP) activities.,,2017-03-20,,,,,,IATTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_gear_iattc_geargroup_tunaatlas,Code list mapping: gears used by IATTC to groups of gears used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for gears used by the Inter-American Tropical Tuna Commission (IATTC) and codes for groups of gears used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-03-14,,,,,,IATTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_schooltype_iattc_schooltype_rfmos,Code list mapping: types of schools used by IATTC to types of schools used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for types of schools used by the Inter-American Tropical Tuna Commission (IATTC) and codes for types of schools used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2017-03-01,,,,,,IATTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,schooltype.schooltype_mapping,
codelist_mapping_species_iattc_species_asfis,Code list mapping: species used by IATTC to the ASFIS codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for species used by the Inter-American Tropical Tuna Commission (IATTC) and the 3-alpha codes of the ASFIS List of Species for Fishery Statistics Purposes. This mapping was realized by IRD.,,2016-04-11,,,,,,IATTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,species.species_mapping,
