persistent_identifier,dataset_type,title,contact_owner,contact_originator,contact_metadata,contact_PointOfContact,contact_PrincipalInvestigator,contact_publisher,contact_processor,contact_data_structure_definition,subject,description,date_publication,date_download,format,langage,relation_source_download,relation_source_dataset,rights,source,lineage,supplemental_information,database_table_name,database_view_name,path_to_codelists_used_in_dataset,path_to_script_dataset_generation,parameter_path_to_raw_dataset,parameter_path_to_effort_dataset,parameter_spatial_stratification
west_pacific_ocean_catch_5deg_1m_ll_tunaatlaswcpfc_level0__1980to1990,raw_dataset,Monthly catch of tuna and tuna-like species in the West Pacific Ocean (%year_start%-%year_end%) by longliners aggregated by statistical squares of 5° longitude and latitude (WCPFC level 0),ird@ird.fr,PeterW@spc.int,paul.taconet@ird.fr;emmanuel.blondel@fao.org;julien.barde@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,PeterW@spc.int,,"This dataset lists the monthly-spatially aggregated catch of tuna and tuna-like species from the Western and Central Pacific Fisheries Commission (WCPFC) by longliners from 1980 to 1990. Species-specific catches are stratified by year, month and area (statistical squares of 5° longitude and latitude). It corresponds to the catch part of the WCPFC catch-and-effort (task2) dataset.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Tuna atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below is extracted from the WCPFC web page where the dataset has been downloaded.

Characteristics, specific issues and problems that need to be taken into account :

This database represents the most complete longline data available to the WCPFC that can be disseminated into the public domain in accordance with the current “Rules and Procedures for the Protection, Access to, and Dissemination of Data Compiled by the Commission” (“RAP” – see
http://www.wcpfc.int/doc/data-02/rules-and-procedures-protection-access-and-dissemination-data-compiled-commission ).
In reference to the RAP (Paragraph 9), cells where effort is less than or equal to the maximum value estimated to represent the activities of two vessels have been removed from the public domain data (the cells are retained with their time/area information, but all catch and effort information in these have been set to zero).",2016-11-09,2017-03-07,,,https://www.wcpfc.int/folder/public-domain-data,https://www.wcpfc.int/system/files/longline_80_4.zip,,WCPFC,"step1: The dataset was downloaded on the %date_download% at this URL: %relation_source_dataset% reached through this web page: %relation_source_download% 
step2: Through a dedicated R script, the dataset was restructured to be in line with the Tuna Atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.
step3: The dataset was exported in CSV format.
step4: The CSV file was integrated into the Tuna Atlas database.",,fact_tables.catch,tunaatlas_wcpfc.wpo_catch_5deg_1m_ll_tunaatlaswcpfc_level0__1980to1990,http://data.d4science.org/akxZK2QvNFNTTm1ZdFBua3lVbFNXTW1TaHNva3ZnTytHbWJQNStIS0N6Yz0,https://raw.githubusercontent.com/ptaconet/rtunaatlas_scripts/master/tunaatlas_world/transform/west_pacific_ocean_catch_5deg_1m_ll_tunaatlaswcpfc_level0.R,http://data.d4science.org/eCtad2U1b2I1SGF6R2hYM1ZXaElmZ1pXTG1MT2xGYUZHbWJQNStIS0N6Yz0,,
west_pacific_ocean_effort_5deg_1m_ll_tunaatlaswcpfc_level0__1980to1990,raw_dataset,Monthly fishing effort targeting tuna and tuna-like species in the West Pacific Ocean (%year_start%-%year_end%) by longliners aggregated by statistical squares of 5° longitude and latitude (WCPFC level 0),ird@ird.fr,PeterW@spc.int,paul.taconet@ird.fr;emmanuel.blondel@fao.org;julien.barde@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,PeterW@spc.int,,"This dataset lists the monthly-spatially aggregated fishing effort targeting tuna and tuna-like species from the Western and Central Pacific Fisheries Commission (WCPFC) by longliners from 1980 to 1990. Efforts are stratified by year, month, unit of effort and area (statistical squares of 5° longitude and latitude). It corresponds to the effort part of the WCPFC catch-and-effort (task2) dataset.

Efforts are expressed in number of hooks.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Tuna atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below is extracted from the WCPFC web page where the dataset has been downloaded.

Characteristics, specific issues and problems that need to be taken into account :

This database represents the most complete longline data available to the WCPFC that can be disseminated into the public domain in accordance with the current “Rules and Procedures for the Protection, Access to, and Dissemination of Data Compiled by the Commission” (“RAP” – see
http://www.wcpfc.int/doc/data-02/rules-and-procedures-protection-access-and-dissemination-data-compiled-commission ).
In reference to the RAP (Paragraph 9), cells where effort is less than or equal to the maximum value estimated to represent the activities of two vessels have been removed from the public domain data (the cells are retained with their time/area information, but all catch and effort information in these have been set to zero).",2016-11-09,2017-03-07,,,https://www.wcpfc.int/folder/public-domain-data,https://www.wcpfc.int/system/files/longline_80_4.zip,,WCPFC,"step1: The dataset was downloaded on the %date_download% at this URL: %relation_source_dataset% reached through this web page: %relation_source_download% 
step2: Through a dedicated R script, the dataset was restructured to be in line with the Tuna Atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.
step3: The dataset was exported in CSV format.
step4: The CSV file was integrated into the Tuna Atlas database.",,fact_tables.effort,tunaatlas_wcpfc.wpo_effort_5deg_1m_ll_tunaatlaswcpfc_level0__1980to1990,http://data.d4science.org/dS9lbHBZd2QvaEdZdFBua3lVbFNXRjljSlhQSmIwd2tHbWJQNStIS0N6Yz0,https://raw.githubusercontent.com/ptaconet/rtunaatlas_scripts/master/tunaatlas_world/transform/west_pacific_ocean_effort_5deg_1m_ll_tunaatlaswcpfc_level0.R,http://data.d4science.org/eCtad2U1b2I1SGF6R2hYM1ZXaElmZ1pXTG1MT2xGYUZHbWJQNStIS0N6Yz0,,
west_pacific_ocean_catch_5deg_1m_ll_tunaatlaswcpfc_level0__1990to2000,raw_dataset,Monthly catch of tuna and tuna-like species in the West Pacific Ocean (%year_start%-%year_end%) by longliners aggregated by statistical squares of 5° longitude and latitude (WCPFC level 0),ird@ird.fr,PeterW@spc.int,paul.taconet@ird.fr;emmanuel.blondel@fao.org;julien.barde@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,PeterW@spc.int,,"This dataset lists the monthly-spatially aggregated catch of tuna and tuna-like species from the Western and Central Pacific Fisheries Commission (WCPFC) by longliners from 1990 to 2000. Species-specific catches are stratified by year, month and area (statistical squares of 5° longitude and latitude). It corresponds to the catch part of the WCPFC catch-and-effort (task2) dataset.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Tuna atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below is extracted from the WCPFC web page where the dataset has been downloaded.

Characteristics, specific issues and problems that need to be taken into account :

This database represents the most complete longline data available to the WCPFC that can be disseminated into the public domain in accordance with the current “Rules and Procedures for the Protection, Access to, and Dissemination of Data Compiled by the Commission” (“RAP” – see
http://www.wcpfc.int/doc/data-02/rules-and-procedures-protection-access-and-dissemination-data-compiled-commission ).
In reference to the RAP (Paragraph 9), cells where effort is less than or equal to the maximum value estimated to represent the activities of two vessels have been removed from the public domain data (the cells are retained with their time/area information, but all catch and effort information in these have been set to zero).",2016-11-09,2017-03-07,,,https://www.wcpfc.int/folder/public-domain-data,https://www.wcpfc.int/system/files/longline_90_4.zip,,WCPFC,"step1: The dataset was downloaded on the %date_download% at this URL: %relation_source_dataset% reached through this web page: %relation_source_download% 
step2: Through a dedicated R script, the dataset was restructured to be in line with the Tuna Atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.
step3: The dataset was exported in CSV format.
step4: The CSV file was integrated into the Tuna Atlas database.",,fact_tables.catch,tunaatlas_wcpfc.wpo_catch_5deg_1m_tunaatlaswcpfc_level0__ll_1990to2000,http://data.d4science.org/akxZK2QvNFNTTm1ZdFBua3lVbFNXTW1TaHNva3ZnTytHbWJQNStIS0N6Yz0,https://raw.githubusercontent.com/ptaconet/rtunaatlas_scripts/master/tunaatlas_world/transform/west_pacific_ocean_catch_5deg_1m_ll_tunaatlaswcpfc_level0.R,http://data.d4science.org/ZS9IRkF5eG1DNmF6R2hYM1ZXaElmbVdEbFZCR2h6ajNHbWJQNStIS0N6Yz0,,
west_pacific_ocean_effort_5deg_1m_ll_tunaatlaswcpfc_level0__1990to2000,raw_dataset,Monthly fishing effort targeting tuna and tuna-like species in the West Pacific Ocean (%year_start%-%year_end%) by longliners aggregated by statistical squares of 5° longitude and latitude (WCPFC level 0),ird@ird.fr,PeterW@spc.int,paul.taconet@ird.fr;emmanuel.blondel@fao.org;julien.barde@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,PeterW@spc.int,,"This dataset lists the monthly-spatially aggregated fishing effort targeting tuna and tuna-like species from the Western and Central Pacific Fisheries Commission (WCPFC) by longliners from 1990 to 2000. Efforts are stratified by year, month, unit of effort and area (statistical squares of 5° longitude and latitude). It corresponds to the effort part of the WCPFC catch-and-effort (task2) dataset.

Efforts are expressed in number of hooks.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Tuna atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below is extracted from the WCPFC web page where the dataset has been downloaded.

Characteristics, specific issues and problems that need to be taken into account :

This database represents the most complete longline data available to the WCPFC that can be disseminated into the public domain in accordance with the current “Rules and Procedures for the Protection, Access to, and Dissemination of Data Compiled by the Commission” (“RAP” – see
http://www.wcpfc.int/doc/data-02/rules-and-procedures-protection-access-and-dissemination-data-compiled-commission ).
In reference to the RAP (Paragraph 9), cells where effort is less than or equal to the maximum value estimated to represent the activities of two vessels have been removed from the public domain data (the cells are retained with their time/area information, but all catch and effort information in these have been set to zero).",2016-11-09,2017-03-07,,,https://www.wcpfc.int/folder/public-domain-data,https://www.wcpfc.int/system/files/longline_90_4.zip,,WCPFC,"step1: The dataset was downloaded on the %date_download% at this URL: %relation_source_dataset% reached through this web page: %relation_source_download% 
step2: Through a dedicated R script, the dataset was restructured to be in line with the Tuna Atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.
step3: The dataset was exported in CSV format.
step4: The CSV file was integrated into the Tuna Atlas database.",,fact_tables.effort,tunaatlas_wcpfc.wpo_effort_5deg_1m_tunaatlaswcpfc_level0__ll_1990to2000,http://data.d4science.org/dS9lbHBZd2QvaEdZdFBua3lVbFNXRjljSlhQSmIwd2tHbWJQNStIS0N6Yz0,https://raw.githubusercontent.com/ptaconet/rtunaatlas_scripts/master/tunaatlas_world/transform/west_pacific_ocean_effort_5deg_1m_ll_tunaatlaswcpfc_level0.R,http://data.d4science.org/ZS9IRkF5eG1DNmF6R2hYM1ZXaElmbVdEbFZCR2h6ajNHbWJQNStIS0N6Yz0,,
west_pacific_ocean_catch_5deg_1m_ll_tunaatlaswcpfc_level0__2000,raw_dataset,Monthly catch of tuna and tuna-like species in the West Pacific Ocean (%year_start%-%year_end%) by longliners aggregated by statistical squares of 5° longitude and latitude (WCPFC level 0),ird@ird.fr,PeterW@spc.int,paul.taconet@ird.fr;emmanuel.blondel@fao.org;julien.barde@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,PeterW@spc.int,,"This dataset lists the monthly-spatially aggregated catch of tuna and tuna-like species from the Western and Central Pacific Fisheries Commission (WCPFC) by longliners from 2000 to 2015. Species-specific catches are stratified by year, month and area (statistical squares of 5° longitude and latitude). It corresponds to the catch part of the WCPFC catch-and-effort (task2) dataset.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Tuna atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below is extracted from the WCPFC web page where the dataset has been downloaded.

Characteristics, specific issues and problems that need to be taken into account :

This database represents the most complete longline data available to the WCPFC that can be disseminated into the public domain in accordance with the current “Rules and Procedures for the Protection, Access to, and Dissemination of Data Compiled by the Commission” (“RAP” – see
http://www.wcpfc.int/doc/data-02/rules-and-procedures-protection-access-and-dissemination-data-compiled-commission ).
In reference to the RAP (Paragraph 9), cells where effort is less than or equal to the maximum value estimated to represent the activities of two vessels have been removed from the public domain data (the cells are retained with their time/area information, but all catch and effort information in these have been set to zero).",2016-11-09,2017-03-07,,,https://www.wcpfc.int/folder/public-domain-data,https://www.wcpfc.int/system/files/longline_00_4.zip,,WCPFC,"step1: The dataset was downloaded on the %date_download% at this URL: %relation_source_dataset% reached through this web page: %relation_source_download% 
step2: Through a dedicated R script, the dataset was restructured to be in line with the Tuna Atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.
step3: The dataset was exported in CSV format.
step4: The CSV file was integrated into the Tuna Atlas database.",,fact_tables.catch,tunaatlas_wcpfc.wpo_catch_5deg_1m_ll_tunaatlaswcpfc_level0__2000,http://data.d4science.org/akxZK2QvNFNTTm1ZdFBua3lVbFNXTW1TaHNva3ZnTytHbWJQNStIS0N6Yz0,https://raw.githubusercontent.com/ptaconet/rtunaatlas_scripts/master/tunaatlas_world/transform/west_pacific_ocean_catch_5deg_1m_ll_tunaatlaswcpfc_level0.R,http://data.d4science.org/UVhteHZzRHVDUHV6R2hYM1ZXaElmczQ0VUhsSEl2dEFHbWJQNStIS0N6Yz0,,
west_pacific_ocean_effort_5deg_1m_ll_tunaatlaswcpfc_level0__2000,raw_dataset,Monthly fishing effort targeting tuna and tuna-like species in the West Pacific Ocean (%year_start%-%year_end%) by longliners aggregated by statistical squares of 5° longitude and latitude (WCPFC level 0),ird@ird.fr,PeterW@spc.int,paul.taconet@ird.fr;emmanuel.blondel@fao.org;julien.barde@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,PeterW@spc.int,,"This dataset lists the monthly-spatially aggregated fishing effort targeting tuna and tuna-like species from the Western and Central Pacific Fisheries Commission (WCPFC) by longliners from 2000 to 2015. Efforts are stratified by year, month, unit of effort and area (statistical squares of 5° longitude and latitude). It corresponds to the effort part of the WCPFC catch-and-effort (task2) dataset.

Efforts are expressed in number of hooks.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Tuna atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below is extracted from the WCPFC web page where the dataset has been downloaded.

Characteristics, specific issues and problems that need to be taken into account :

This database represents the most complete longline data available to the WCPFC that can be disseminated into the public domain in accordance with the current “Rules and Procedures for the Protection, Access to, and Dissemination of Data Compiled by the Commission” (“RAP” – see
http://www.wcpfc.int/doc/data-02/rules-and-procedures-protection-access-and-dissemination-data-compiled-commission ).
In reference to the RAP (Paragraph 9), cells where effort is less than or equal to the maximum value estimated to represent the activities of two vessels have been removed from the public domain data (the cells are retained with their time/area information, but all catch and effort information in these have been set to zero).",2016-11-09,2017-03-07,,,https://www.wcpfc.int/folder/public-domain-data,https://www.wcpfc.int/system/files/longline_00_4.zip,,WCPFC,"step1: The dataset was downloaded on the %date_download% at this URL: %relation_source_dataset% reached through this web page: %relation_source_download% 
step2: Through a dedicated R script, the dataset was restructured to be in line with the Tuna Atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.
step3: The dataset was exported in CSV format.
step4: The CSV file was integrated into the Tuna Atlas database.",,fact_tables.effort,tunaatlas_wcpfc.wpo_effort_5deg_1m_ll_tunaatlaswcpfc_level0__2000,http://data.d4science.org/dS9lbHBZd2QvaEdZdFBua3lVbFNXRjljSlhQSmIwd2tHbWJQNStIS0N6Yz0,https://raw.githubusercontent.com/ptaconet/rtunaatlas_scripts/master/tunaatlas_world/transform/west_pacific_ocean_effort_5deg_1m_ll_tunaatlaswcpfc_level0.R,http://data.d4science.org/UVhteHZzRHVDUHV6R2hYM1ZXaElmczQ0VUhsSEl2dEFHbWJQNStIS0N6Yz0,,
west_pacific_ocean_catch_5deg_1m_ps_tunaatlaswcpfc_level0,raw_dataset,Monthly catch of tuna and tuna-like species in the West Pacific Ocean (%year_start%-%year_end%) by purse seiners aggregated by statistical squares of 5° longitude and latitude (WCPFC level 0),ird@ird.fr,PeterW@spc.int,paul.taconet@ird.fr;emmanuel.blondel@fao.org;julien.barde@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,PeterW@spc.int,,"This dataset lists the monthly-spatially aggregated catch of tuna and tuna-like species from the Western and Central Pacific Fisheries Commission (WCPFC) by purse seiners from 1970 to 2015. Species-specific catches are stratified by year, month, fishing mode (i.e. type of school used) and area (statistical squares of 5° longitude and latitude). It corresponds to the catch part of the WCPFC catch-and-effort (task2) dataset.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Tuna atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below is extracted from the WCPFC web page where the dataset has been downloaded.

Characteristics, specific issues and problems that need to be taken into account :

This database represents the most complete purse seine data available to the WCPFC that can be disseminated into the public domain in accordance with the current “Rules and Procedures for the Protection, Access to, and Dissemination of Data Compiled by the Commission” (“RAP” – see
http://www.wcpfc.int/doc/data-02/rules-and-procedures-protection-access-and-dissemination-data-compiled-commission ).
In reference to the RAP (Paragraph 9), cells where effort is less than or equal to the maximum value estimated to represent the activities of two vessels have been removed from the public domain data (the cells are retained with their time/area information, but all catch and effort information in these have been set to zero).",2016-11-09,2017-03-07,,,https://www.wcpfc.int/folder/public-domain-data,https://www.wcpfc.int/system/files/purse_seine_3.zip,,WCPFC,"step1: The dataset was downloaded on the %date_download% at this URL: %relation_source_dataset% reached through this web page: %relation_source_download% 
step2: Through a dedicated R script, the dataset was restructured to be in line with the Tuna Atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.
step3: The dataset was exported in CSV format.
step4: The CSV file was integrated into the Tuna Atlas database.",,fact_tables.catch,tunaatlas_wcpfc.wpo_catch_5deg_1m_ps_tunaatlaswcpfc_level0,http://data.d4science.org/akxZK2QvNFNTTm1ZdFBua3lVbFNXTW1TaHNva3ZnTytHbWJQNStIS0N6Yz0,https://raw.githubusercontent.com/ptaconet/rtunaatlas_scripts/master/tunaatlas_world/transform/west_pacific_ocean_catch_5deg_1m_ps_tunaatlaswcpfc_level0.R,http://data.d4science.org/MUhDSVBkaU1aZHl6R2hYM1ZXaElmdng0djYrV3gyclhHbWJQNStIS0N6Yz0,,
west_pacific_ocean_effort_5deg_1m_ps_tunaatlaswcpfc_level0,raw_dataset,Monthly fishing effort targeting tuna and tuna-like species in the West Pacific Ocean (%year_start%-%year_end%) by purse seiners aggregated by statistical squares of 5° longitude and latitude (WCPFC level 0),ird@ird.fr,PeterW@spc.int,paul.taconet@ird.fr;emmanuel.blondel@fao.org;julien.barde@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,PeterW@spc.int,,"This dataset lists the monthly-spatially aggregated fishing effort targeting tuna and tuna-like species from the Western and Central Pacific Fisheries Commission (WCPFC) by purse seiners from 1970 to 2015. Efforts are stratified by year, month, unit of effort, fishing mode (i.e. type of school used) and area (statistical squares of 5° longitude and latitude). It corresponds to the effort part of the WCPFC catch-and-effort (task2) dataset.

Efforts are expressed in several units : days fishing, number of sets. For each stratum, the effort is available in both units.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Tuna atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below is extracted from the WCPFC web page where the dataset has been downloaded.

Characteristics, specific issues and problems that need to be taken into account :

This database represents the most complete purse seine data available to the WCPFC that can be disseminated into the public domain in accordance with the current “Rules and Procedures for the Protection, Access to, and Dissemination of Data Compiled by the Commission” (“RAP” – see
http://www.wcpfc.int/doc/data-02/rules-and-procedures-protection-access-and-dissemination-data-compiled-commission ).
In reference to the RAP (Paragraph 9), cells where effort is less than or equal to the maximum value estimated to represent the activities of two vessels have been removed from the public domain data (the cells are retained with their time/area information, but all catch and effort information in these have been set to zero).",2016-11-09,2017-03-07,,,https://www.wcpfc.int/folder/public-domain-data,https://www.wcpfc.int/system/files/purse_seine_3.zip,,WCPFC,"step1: The dataset was downloaded on the %date_download% at this URL: %relation_source_dataset% reached through this web page: %relation_source_download% 
step2: Through a dedicated R script, the dataset was restructured to be in line with the Tuna Atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.
step3: The dataset was exported in CSV format.
step4: The CSV file was integrated into the Tuna Atlas database.",,fact_tables.effort,tunaatlas_wcpfc.wpo_effort_5deg_1m_ps_tunaatlaswcpfc_level0,http://data.d4science.org/dS9lbHBZd2QvaEdZdFBua3lVbFNXRjljSlhQSmIwd2tHbWJQNStIS0N6Yz0,https://raw.githubusercontent.com/ptaconet/rtunaatlas_scripts/master/tunaatlas_world/transform/west_pacific_ocean_effort_5deg_1m_ps_tunaatlaswcpfc_level0.R,http://data.d4science.org/MUhDSVBkaU1aZHl6R2hYM1ZXaElmdng0djYrV3gyclhHbWJQNStIS0N6Yz0,,
west_pacific_ocean_catch_5deg_1m_tunaatlaswcpfc_level0__driftnet,raw_dataset,Monthly catch of tuna and tuna-like species in the West Pacific Ocean (%year_start%-%year_end%) by driftnets aggregated by statistical squares of 5° longitude and latitude (WCPFC level 0),ird@ird.fr,PeterW@spc.int,paul.taconet@ird.fr;emmanuel.blondel@fao.org;julien.barde@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,PeterW@spc.int,,"This dataset lists the monthly-spatially aggregated catch of Albacore from the Western and Central Pacific Fisheries Commission (WCPFC) by driftnets from 1984 to 1990. Species-specific catches are stratified by year, month and area (statistical squares of 5° longitude and latitude). It corresponds to the catch part of the WCPFC catch-and-effort (task2) dataset.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Tuna atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below is extracted from the WCPFC web page where the dataset has been downloaded.

Characteristics, specific issues and problems that need to be taken into account :

This database represents the most complete driftnet data available to the WCPFC that can be disseminated into the public domain in accordance with the current “Rules and Procedures for the Protection, Access to, and Dissemination of Data Compiled by the Commission” (“RAP” – see
http://www.wcpfc.int/doc/data-02/rules-and-procedures-protection-access-and-dissemination-data-compiled-commission ).
In reference to the RAP (Paragraph 9), cells where effort is less than or equal to the maximum value estimated to represent the activities of two vessels have been removed from the public domain data (the cells are retained with their time/area information, but all catch and effort information in these have been set to zero).",2016-11-09,2017-03-07,,,https://www.wcpfc.int/folder/public-domain-data,https://www.wcpfc.int/system/files/Driftnet.zip,,WCPFC,"step1: The dataset was downloaded on the %date_download% at this URL: %relation_source_dataset% reached through this web page: %relation_source_download% 
step2: Through a dedicated R script, the dataset was restructured to be in line with the Tuna Atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.
step3: The dataset was exported in CSV format.
step4: The CSV file was integrated into the Tuna Atlas database.",,fact_tables.catch,tunaatlas_wcpfc.wpo_catch_5deg_1m_tunaatlaswcpfc_level0__driftnet,http://data.d4science.org/akxZK2QvNFNTTm1ZdFBua3lVbFNXTW1TaHNva3ZnTytHbWJQNStIS0N6Yz0,https://raw.githubusercontent.com/ptaconet/rtunaatlas_scripts/master/tunaatlas_world/transform/west_pacific_ocean_catch_5deg_1m_tunaatlaswcpfc_level0__driftnet.R,http://data.d4science.org/anNzR0dWUjZBb1d6R2hYM1ZXaElmdVdjRDY4RjVQdDhHbWJQNStIS0N6Yz0,,
west_pacific_ocean_effort_5deg_1m_tunaatlaswcpfc_level0__driftnet,raw_dataset,Monthly fishing effort targeting tuna and tuna-like species in the West Pacific Ocean (%year_start%-%year_end%) by driftnets aggregated by statistical squares of 5° longitude and latitude (WCPFC level 0),ird@ird.fr,PeterW@spc.int,paul.taconet@ird.fr;emmanuel.blondel@fao.org;julien.barde@ird.fr,wcpfc@wcpfc.int,PeterW@spc.int,ird@ird.fr,paul.taconet@ird.fr,PeterW@spc.int,,"This dataset lists the monthly-spatially aggregated fishing efforts targeting Albacore from the Western and Central Pacific Fisheries Commission (WCPFC) by driftnets from 1984 to 1990. Efforts are stratified by year, month, unit of effort and area (statistical squares of 5° longitude and latitude). It corresponds to the effort part of the WCPFC catch-and-effort (task2) dataset.

Efforts are expressed in days fishing.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Tuna atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below is extracted from the WCPFC web page where the dataset has been downloaded.

Characteristics, specific issues and problems that need to be taken into account :

This database represents the most complete driftnet data available to the WCPFC that can be disseminated into the public domain in accordance with the current “Rules and Procedures for the Protection, Access to, and Dissemination of Data Compiled by the Commission” (“RAP” – see
http://www.wcpfc.int/doc/data-02/rules-and-procedures-protection-access-and-dissemination-data-compiled-commission ).
In reference to the RAP (Paragraph 9), cells where effort is less than or equal to the maximum value estimated to represent the activities of two vessels have been removed from the public domain data (the cells are retained with their time/area information, but all catch and effort information in these have been set to zero).",2016-11-09,2017-03-07,,,https://www.wcpfc.int/folder/public-domain-data,https://www.wcpfc.int/system/files/Driftnet.zip,,WCPFC,"step1: The dataset was downloaded on the %date_download% at this URL: %relation_source_dataset% reached through this web page: %relation_source_download% 
step2: Through a dedicated R script, the dataset was restructured to be in line with the Tuna Atlas database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.
step3: The dataset was exported in CSV format.
step4: The CSV file was integrated into the Tuna Atlas database.",,fact_tables.effort,tunaatlas_wcpfc.wpo_effort_5deg_1m_tunaatlaswcpfc_level0__driftnet,http://data.d4science.org/dS9lbHBZd2QvaEdZdFBua3lVbFNXRjljSlhQSmIwd2tHbWJQNStIS0N6Yz0,https://raw.githubusercontent.com/ptaconet/rtunaatlas_scripts/master/tunaatlas_world/transform/west_pacific_ocean_effort_5deg_1m_tunaatlaswcpfc_level0__driftnet.R,http://data.d4science.org/anNzR0dWUjZBb1d6R2hYM1ZXaElmdVdjRDY4RjVQdDhHbWJQNStIS0N6Yz0,,
